venta_id,fecha,producto_id,cantidad,precio_unitario,cliente_id,sucursal_id,total
1510,2023-01-02 01:09:00,170,1,49.1354285493516,39051,14,49.1354285493516
1643,2023-01-02 03:22:00,378,11,320.06103057445887,28720,63,3520.6713363190474
1694,2023-01-02 04:13:00,68,4,116.42782690714806,23087,51,465.7113076285922
1714,2023-01-02 04:33:00,391,5,401.2506546896121,32491,74,2006.2532734480603
1725,2023-01-02 04:44:00,981,6,35.245877770745174,40172,36,211.47526662447103
1828,2023-01-02 06:27:00,863,7,346.50723439067275,6633,28,2425.5506407347093
1830,2023-01-02 06:29:00,119,4,50.52263559868285,5441,18,202.0905423947314
1906,2023-01-02 07:45:00,782,19,287.8365711649113,49545,87,5468.894852133314
1946,2023-01-02 08:25:00,970,1,313.1766972946405,34633,24,313.1766972946405
2072,2023-01-02 10:31:00,409,17,133.44203230093666,4689,45,2268.5145491159237
2125,2023-01-02 11:24:00,771,4,95.71894588794314,13822,28,382.8757835517725
2176,2023-01-02 12:15:00,128,1,29.006460838907515,18004,62,29.006460838907515
2208,2023-01-02 12:47:00,787,13,361.30927325871073,49448,85,4697.020552363239
2249,2023-01-02 13:28:00,985,3,379.7902341819376,18051,60,1139.3707025458125
2255,2023-01-02 13:34:00,447,8,5.193490618805747,38887,61,41.54792495044597
2262,2023-01-02 13:41:00,488,12,368.2982454185064,34702,26,4419.578945022077
2264,2023-01-02 13:43:00,36,15,39.8949837888832,40493,18,598.4247568332479
2419,2023-01-02 16:18:00,177,13,122.73467001053174,49014,66,1595.5507101369126
2464,2023-01-02 17:03:00,946,14,232.0128248712244,35909,68,3248.179548197141
2470,2023-01-02 17:09:00,313,18,489.0318621976327,17217,15,8802.573519557389
2479,2023-01-02 17:18:00,59,12,359.194546251036,46634,54,4310.334555012432
2527,2023-01-02 18:06:00,884,19,136.84915064890916,18160,29,2600.133862329274
2534,2023-01-02 18:13:00,733,4,370.5557709891804,44405,27,1482.2230839567217
2535,2023-01-02 18:14:00,217,10,421.5098847779553,7922,42,4215.098847779553
2573,2023-01-02 18:52:00,211,10,133.00279083593435,1282,14,1330.0279083593434
2594,2023-01-02 19:13:00,172,17,326.518357739723,899,63,5550.812081575291
2596,2023-01-02 19:15:00,145,14,26.763008758496213,27492,73,374.682122618947
2600,2023-01-02 19:19:00,819,19,434.8819198299234,13108,72,8262.756476768544
2633,2023-01-02 19:52:00,21,5,86.81136058434546,9556,38,434.05680292172735
2694,2023-01-02 20:53:00,943,6,15.669344418156756,48238,99,94.01606650894054
2764,2023-01-02 22:03:00,191,14,359.10426452540526,43018,9,5027.459703355674
2772,2023-01-02 22:11:00,127,10,398.875286150086,3061,56,3988.752861500861
2783,2023-01-02 22:22:00,527,1,171.5896750192944,40172,40,171.5896750192944
2795,2023-01-02 22:34:00,367,12,446.0820272077158,21782,67,5352.984326492589
2814,2023-01-02 22:53:00,618,2,216.8121901072416,36644,90,433.6243802144832
2950,2023-01-03 01:09:00,303,3,183.01249350574813,14614,53,549.0374805172444
2992,2023-01-03 01:51:00,160,6,52.96043579986726,36644,39,317.7626147992036
2998,2023-01-03 01:57:00,421,8,458.08282450418665,29275,73,3664.662596033493
3045,2023-01-03 02:44:00,602,14,457.814224686897,41778,92,6409.399145616559
3082,2023-01-03 03:21:00,652,8,100.79401890038534,6701,15,806.3521512030827
3091,2023-01-03 03:30:00,538,8,486.4835516341458,26870,28,3891.8684130731663
3176,2023-01-03 04:55:00,189,16,190.9689747256309,29140,63,3055.503595610094
3305,2023-01-03 07:04:00,825,13,488.9232583818466,14960,38,6356.002358964006
3313,2023-01-03 07:12:00,231,12,255.3278801122537,37374,81,3063.934561347044
3320,2023-01-03 07:19:00,53,8,357.94496255881205,10414,24,2863.5597004704964
3344,2023-01-03 07:43:00,671,2,396.0530430336826,24412,4,792.1060860673653
3360,2023-01-03 07:59:00,891,3,197.9441789418336,47983,27,593.8325368255007
3377,2023-01-03 08:16:00,638,10,367.63983389627214,35038,55,3676.3983389627215
3393,2023-01-03 08:32:00,860,17,349.48444767249777,12107,71,5941.235610432462
3406,2023-01-03 08:45:00,925,5,404.3167115718667,48754,56,2021.5835578593333
3419,2023-01-03 08:58:00,516,12,308.8221268333186,44341,76,3705.865521999823
3498,2023-01-03 10:17:00,920,14,251.66423122998717,47546,46,3523.29923721982
3550,2023-01-03 11:09:00,276,7,159.626242732622,19855,10,1117.383699128354
3613,2023-01-03 12:12:00,837,5,467.9861617525741,23202,41,2339.93080876287
3642,2023-01-03 12:41:00,926,2,425.47590968096654,36323,25,850.9518193619331
3661,2023-01-03 13:00:00,197,19,189.91045078069416,12343,9,3608.298564833189
3678,2023-01-03 13:17:00,231,6,149.90524288673095,4917,11,899.4314573203857
3684,2023-01-03 13:23:00,305,1,82.99248515782715,23651,43,82.99248515782715
3732,2023-01-03 14:11:00,898,1,464.786500520678,9073,64,464.786500520678
3740,2023-01-03 14:19:00,872,2,369.2312104836557,13968,10,738.4624209673113
3814,2023-01-03 15:33:00,298,10,163.64714094553037,45219,72,1636.4714094553035
3860,2023-01-03 16:19:00,988,1,17.252200977144064,12176,30,17.252200977144064
3886,2023-01-03 16:45:00,150,11,262.2180313765086,37045,91,2884.3983451415943
3988,2023-01-03 18:27:00,433,14,432.6874009441055,26410,48,6057.623613217477
3997,2023-01-03 18:36:00,752,19,87.97791520480716,5590,21,1671.580388891336
4000,2023-01-03 18:39:00,622,4,74.91144909169398,36132,84,299.6457963667759
4036,2023-01-03 19:15:00,298,4,21.43508174042078,46662,36,85.74032696168312
4075,2023-01-03 19:54:00,329,1,317.3627063286262,40926,55,317.3627063286262
4096,2023-01-03 20:15:00,638,15,460.9972108824298,10065,75,6914.958163236448
4302,2023-01-03 23:41:00,390,12,204.14470498141043,13410,62,2449.736459776925
4320,2023-01-03 23:59:00,449,8,32.22127921273561,23709,73,257.7702337018849
4347,2023-01-04 00:26:00,876,6,388.3715865806812,12513,12,2330.229519484087
4374,2023-01-04 00:53:00,783,10,240.21564558134932,36475,21,2402.1564558134933
4406,2023-01-04 01:25:00,139,16,163.06970130145098,25969,27,2609.115220823216
4438,2023-01-04 01:57:00,997,19,232.0954973275484,12957,74,4409.814449223419
4455,2023-01-04 02:14:00,756,9,402.6877397213626,34164,11,3624.189657492264
4547,2023-01-04 03:46:00,664,9,374.31613948048624,34389,45,3368.845255324376
4633,2023-01-04 05:12:00,67,12,457.7809667224039,31223,97,5493.371600668846
4677,2023-01-04 05:56:00,121,16,29.623747380202644,27960,10,473.9799580832423
4708,2023-01-04 06:27:00,818,4,308.1088760238191,4418,81,1232.4355040952764
4711,2023-01-04 06:30:00,557,19,151.83599477768195,38882,74,2884.883900775957
4752,2023-01-04 07:11:00,609,18,418.499892866522,14660,49,7532.998071597395
4801,2023-01-04 08:00:00,580,12,307.4174452806529,37482,12,3689.009343367835
4810,2023-01-04 08:09:00,467,13,494.4942561952496,32070,48,6428.425330538244
4834,2023-01-04 08:33:00,884,12,68.75959290982875,33409,67,825.115114917945
4859,2023-01-04 08:58:00,244,14,441.9729804589295,6220,78,6187.621726425013
4919,2023-01-04 09:58:00,932,1,37.33566029370792,31006,46,37.33566029370792
4939,2023-01-04 10:18:00,169,3,330.92019237281966,2721,20,992.760577118459
4962,2023-01-04 10:41:00,977,12,26.446945185693632,23966,68,317.3633422283236
5094,2023-01-04 12:53:00,828,9,226.37777050763512,16491,55,2037.399934568716
5157,2023-01-04 13:56:00,696,7,398.33018163591,46520,66,2788.31127145137
5184,2023-01-04 14:23:00,70,6,253.4786338327212,24907,16,1520.8718029963272
5187,2023-01-04 14:26:00,263,3,276.24984087559625,20343,33,828.7495226267888
5290,2023-01-04 16:09:00,422,19,484.5479610936402,15326,64,9206.411260779165
5318,2023-01-04 16:37:00,241,17,239.71559972549863,1992,58,4075.165195333477
5391,2023-01-04 17:50:00,341,10,357.39869216219137,8259,34,3573.9869216219136
5459,2023-01-04 18:58:00,437,10,447.426365426245,46520,90,4474.2636542624505
5472,2023-01-04 19:11:00,750,10,403.33245010645305,16349,36,4033.3245010645305
5498,2023-01-04 19:37:00,362,1,334.77710100412645,31894,83,334.77710100412645
5501,2023-01-04 19:40:00,476,4,312.7866507732404,33450,19,1251.1466030929616
5510,2023-01-04 19:49:00,127,17,411.27163189662826,32775,21,6991.617742242681
5568,2023-01-04 20:47:00,933,4,436.0824883759,44767,56,1744.3299535036
5613,2023-01-04 21:32:00,870,14,488.2497642452507,13537,82,6835.496699433509
5689,2023-01-04 22:48:00,979,19,361.20534510437614,14553,49,6862.901556983146
5701,2023-01-04 23:00:00,39,12,326.0695668122811,20912,84,3912.834801747373
5712,2023-01-04 23:11:00,851,12,472.90037642269374,29246,25,5674.804517072325
5748,2023-01-04 23:47:00,996,17,428.61483850217707,1739,91,7286.45225453701
5752,2023-01-04 23:51:00,323,6,272.10543924272747,33416,64,1632.6326354563648
5793,2023-01-05 00:32:00,818,4,435.1458700296564,42455,36,1740.5834801186254
5806,2023-01-05 00:45:00,773,17,358.3995183718769,3743,20,6092.791812321908
5894,2023-01-05 02:13:00,486,4,226.14499053013887,5276,4,904.5799621205556
5916,2023-01-05 02:35:00,63,15,422.4223901492508,39798,53,6336.3358522387625
5947,2023-01-05 03:06:00,633,17,335.8576885420637,20532,10,5709.580705215083
5980,2023-01-05 03:39:00,260,17,422.6237833998187,23580,77,7184.604317796918
6053,2023-01-05 04:52:00,915,3,175.05621022096307,38774,77,525.1686306628892
6069,2023-01-05 05:08:00,142,19,127.81808322157012,6920,50,2428.5435812098326
6088,2023-01-05 05:27:00,197,19,234.4821101254202,36808,8,4455.160092382984
6093,2023-01-05 05:32:00,372,6,17.45917819593101,19796,83,104.75506917558606
6121,2023-01-05 06:00:00,861,7,123.83976710142667,37654,29,866.8783697099868
6172,2023-01-05 06:51:00,516,4,277.55737283060404,4164,62,1110.2294913224162
6249,2023-01-05 08:08:00,8,12,37.74430372404453,28720,84,452.93164468853433
6301,2023-01-05 09:00:00,757,13,178.94967685188925,17058,72,2326.34579907456
6307,2023-01-05 09:06:00,587,17,298.80577057093865,20584,34,5079.698099705957
6350,2023-01-05 09:49:00,610,17,281.10437235401406,23966,33,4778.774330018239
6392,2023-01-05 10:31:00,111,5,39.02430426986725,13980,11,195.12152134933623
6461,2023-01-05 11:40:00,962,9,321.46759511271875,9556,6,2893.208356014469
6482,2023-01-05 12:01:00,201,7,160.83475441602704,27663,2,1125.8432809121894
6491,2023-01-05 12:10:00,187,16,313.5524506145241,44109,44,5016.839209832386
6606,2023-01-05 14:05:00,224,8,67.95936181090431,46662,16,543.6748944872345
6738,2023-01-05 16:17:00,398,2,401.4589789856077,27129,73,802.9179579712154
6766,2023-01-05 16:45:00,71,11,109.72871647290164,48455,22,1207.015881201918
6790,2023-01-05 17:09:00,387,6,358.9927081227403,43018,11,2153.956248736442
6897,2023-01-05 18:56:00,449,12,409.5084036462976,38438,39,4914.10084375557
6927,2023-01-05 19:26:00,11,7,219.89722245294803,30441,90,1539.2805571706365
6959,2023-01-05 19:58:00,865,4,323.68391308007523,17951,52,1294.735652320301
6980,2023-01-05 20:19:00,953,1,375.3374946022851,3439,76,375.3374946022851
7021,2023-01-05 21:00:00,381,15,320.36882765810344,14553,40,4805.532414871552
7042,2023-01-05 21:21:00,502,7,495.0927644798582,38882,28,3465.649351359008
7047,2023-01-05 21:26:00,101,18,116.26652365154372,41667,90,2092.797425727787
7071,2023-01-05 21:50:00,134,8,231.1769869527865,2125,26,1849.415895622292
7079,2023-01-05 21:58:00,884,6,198.78568038938428,33394,75,1192.7140823363056
7091,2023-01-05 22:10:00,992,6,283.5271633275544,46648,70,1701.1629799653265
7144,2023-01-05 23:03:00,141,11,162.91713762669605,29572,39,1792.0885138936565
7177,2023-01-05 23:36:00,886,19,440.5350372188252,25330,52,8370.16570715768
7199,2023-01-05 23:58:00,316,6,392.61222357968086,14994,51,2355.673341478085
7233,2023-01-06 00:32:00,921,5,81.02897015720389,8715,56,405.14485078601945
7273,2023-01-06 01:12:00,804,15,343.541086435098,28404,75,5153.11629652647
7305,2023-01-06 01:44:00,427,3,78.26678314728065,27206,67,234.80034944184197
7334,2023-01-06 02:13:00,159,11,20.98320537349561,29706,35,230.81525910845176
7409,2023-01-06 03:28:00,583,19,39.55489273004783,11836,8,751.5429618709088
7419,2023-01-06 03:38:00,671,11,123.26642137512124,9255,58,1355.9306351263335
7501,2023-01-06 05:00:00,564,13,191.8050817760874,10213,82,2493.466063089136
7657,2023-01-06 07:36:00,389,1,170.6193530787306,49411,36,170.6193530787306
7664,2023-01-06 07:43:00,567,7,70.08722938991305,30973,27,490.61060572939135
7704,2023-01-06 08:23:00,657,4,216.76112020544252,3401,43,867.0444808217702
7710,2023-01-06 08:29:00,732,2,286.6714060567601,5701,83,573.3428121135202
7719,2023-01-06 08:38:00,944,11,443.21813528164193,38133,43,4875.399488098061
7758,2023-01-06 09:17:00,214,8,262.50855716106526,47228,77,2100.068457288522
7779,2023-01-06 09:38:00,454,4,98.28268739115632,40441,99,393.1307495646253
7788,2023-01-06 09:47:00,357,14,464.6230962679104,3049,78,6504.723347750745
7797,2023-01-06 09:56:00,267,14,127.662559400172,39450,30,1787.2758316024078
7806,2023-01-06 10:05:00,263,14,208.080239943834,6525,27,2913.1233592136764
7898,2023-01-06 11:37:00,719,16,348.1582173606241,49689,57,5570.531477769986
7955,2023-01-06 12:34:00,547,8,169.80847851314786,25937,76,1358.467828105183
7984,2023-01-06 13:03:00,474,12,132.5121911655402,25809,38,1590.1462939864823
7996,2023-01-06 13:15:00,888,12,159.0044495658784,21157,79,1908.0533947905408
8009,2023-01-06 13:28:00,492,7,51.60750899946766,4552,74,361.2525629962736
8030,2023-01-06 13:49:00,33,4,374.5742255571238,27250,99,1498.2969022284951
8100,2023-01-06 14:59:00,769,1,336.55991195752017,49706,66,336.55991195752017
8162,2023-01-06 16:01:00,138,5,473.6944521416664,27069,68,2368.472260708332
8175,2023-01-06 16:14:00,484,11,134.13709804233957,41161,97,1475.5080784657353
8225,2023-01-06 17:04:00,466,5,212.48684097869307,30497,59,1062.4342048934654
8257,2023-01-06 17:36:00,330,5,52.41522206427195,30316,1,262.0761103213597
8272,2023-01-06 17:51:00,155,1,102.6593478767911,17789,37,102.6593478767911
8281,2023-01-06 18:00:00,250,12,84.75184872727131,39733,94,1017.0221847272558
8307,2023-01-06 18:26:00,377,18,215.5684817310148,10470,78,3880.2326711582655
8309,2023-01-06 18:28:00,866,3,80.46588176967441,32771,31,241.39764530902323
8376,2023-01-06 19:35:00,876,4,377.4754010100204,32951,45,1509.9016040400816
8378,2023-01-06 19:37:00,876,18,18.153964533061583,35103,43,326.7713615951085
8383,2023-01-06 19:42:00,868,3,183.51488246627784,1113,92,550.5446473988335
8385,2023-01-06 19:44:00,650,4,281.1595014838396,11096,55,1124.6380059353585
8386,2023-01-06 19:45:00,700,4,148.22970070813534,19878,5,592.9188028325414
8390,2023-01-06 19:49:00,407,4,49.82270125811468,34425,69,199.2908050324587
8398,2023-01-06 19:57:00,92,11,55.69081876757144,27250,73,612.5990064432858
8404,2023-01-06 20:03:00,767,3,164.70905627876377,8378,98,494.1271688362913
8460,2023-01-06 20:59:00,691,7,181.57475974785893,40909,25,1271.0233182350123
8468,2023-01-06 21:07:00,471,19,456.0912782345481,39779,6,8665.734286456414
8531,2023-01-06 22:10:00,371,9,148.06960836036285,15161,92,1332.6264752432658
8576,2023-01-06 22:55:00,78,3,463.7019912821887,48248,97,1391.105973846566
8600,2023-01-06 23:19:00,421,16,407.533656607101,8789,3,6520.538505713616
8643,2023-01-07 00:02:00,335,6,157.51253548167384,28144,47,945.0752128900432
8653,2023-01-07 00:12:00,772,19,344.25540431700944,15456,93,6540.852682023179
8671,2023-01-07 00:30:00,375,4,286.83075004458783,30269,6,1147.323000178351
8677,2023-01-07 00:36:00,713,12,345.40332686355083,33606,95,4144.83992236261
8705,2023-01-07 01:04:00,169,6,16.141032909588112,11200,21,96.84619745752867
8721,2023-01-07 01:20:00,94,7,299.34642729909626,12035,98,2095.4249910936737
8727,2023-01-07 01:26:00,317,5,495.6716959872187,14870,99,2478.3584799360933
8770,2023-01-07 02:09:00,773,19,150.30928176869926,45950,17,2855.876353605286
8846,2023-01-07 03:25:00,828,13,267.8662947450477,15536,42,3482.26183168562
9108,2023-01-07 07:47:00,775,1,26.66607998982912,12163,27,26.66607998982912
9120,2023-01-07 07:59:00,87,10,158.80610754738404,6359,18,1588.0610754738404
9142,2023-01-07 08:21:00,525,11,311.7972216758857,30632,35,3429.7694384347424
9204,2023-01-07 09:23:00,792,8,215.3795739050185,5441,8,1723.036591240148
9222,2023-01-07 09:41:00,436,6,109.70862055121631,37223,92,658.251723307298
9268,2023-01-07 10:27:00,123,16,324.6848677385252,4538,79,5194.957883816403
9290,2023-01-07 10:49:00,196,3,494.1827153656696,40378,14,1482.5481460970086
9324,2023-01-07 11:23:00,80,3,367.3961729741755,27866,49,1102.1885189225266
9325,2023-01-07 11:24:00,379,18,110.58882339897724,13910,35,1990.59882118159
9395,2023-01-07 12:34:00,668,9,217.70527411761717,10944,42,1959.3474670585545
9431,2023-01-07 13:10:00,115,10,441.7559724351381,4461,13,4417.559724351381
9468,2023-01-07 13:47:00,430,4,169.3303755289417,23651,48,677.3215021157667
9549,2023-01-07 15:08:00,465,9,135.50839155394868,4852,60,1219.5755239855382
9563,2023-01-07 15:22:00,338,6,111.62509956842725,20829,65,669.7505974105634
9648,2023-01-07 16:47:00,892,10,404.1865875356617,11293,58,4041.865875356617
9784,2023-01-07 19:03:00,271,15,184.9088588613263,39560,56,2773.6328829198947
9796,2023-01-07 19:15:00,335,6,448.3238843813593,9393,29,2689.943306288156
9829,2023-01-07 19:48:00,795,13,416.1327307279322,23966,35,5409.725499463119
9830,2023-01-07 19:49:00,802,1,435.097974748045,46836,82,435.097974748045
9876,2023-01-07 20:35:00,553,19,317.0377499595383,15465,81,6023.717249231228
9890,2023-01-07 20:49:00,639,14,163.15910319342302,46733,55,2284.227444707922
9901,2023-01-07 21:00:00,48,9,190.29606994654543,45,22,1712.6646295189091
9915,2023-01-07 21:14:00,145,11,219.26395610654168,10373,90,2411.9035171719584
9936,2023-01-07 21:35:00,999,7,85.15577863861887,6886,30,596.0904504703321
9954,2023-01-07 21:53:00,481,18,51.30547222781074,32024,72,923.4985001005932
10006,2023-01-07 22:45:00,433,7,423.161232834643,40525,52,2962.128629842501
10038,2023-01-07 23:17:00,112,17,247.7162508722745,32148,66,4211.176264828666
10042,2023-01-07 23:21:00,450,11,89.72101255490139,1946,59,986.9311381039154
10133,2023-01-08 00:52:00,231,5,263.8850687710664,42862,72,1319.425343855332
10154,2023-01-08 01:13:00,974,12,283.8325688242667,17490,17,3405.9908258912
10184,2023-01-08 01:43:00,359,19,86.91345956839528,13968,9,1651.3557317995103
10211,2023-01-08 02:10:00,508,18,109.90860796941205,23167,87,1978.3549434494169
10264,2023-01-08 03:03:00,724,8,142.058457020389,1135,85,1136.467656163112
10405,2023-01-08 05:24:00,270,17,169.10726235512354,35684,49,2874.8234600371
10412,2023-01-08 05:31:00,413,11,190.92987260893253,37478,96,2100.228598698258
10423,2023-01-08 05:42:00,26,3,317.8947005196094,33450,79,953.6841015588282
10438,2023-01-08 05:57:00,299,16,352.24975178563784,10718,31,5635.996028570205
10450,2023-01-08 06:09:00,149,12,129.76508379822732,37482,65,1557.1810055787278
10495,2023-01-08 06:54:00,476,18,454.9068225109945,35253,22,8188.322805197901
10504,2023-01-08 07:03:00,531,1,384.0307513242514,1805,70,384.0307513242514
10510,2023-01-08 07:09:00,889,16,123.42641572018456,19525,50,1974.822651522953
10512,2023-01-08 07:11:00,994,10,369.9072809978685,3014,95,3699.072809978684
10579,2023-01-08 08:18:00,953,4,382.4204656242394,31133,69,1529.6818624969576
10610,2023-01-08 08:49:00,893,4,243.5196193111677,36169,92,974.0784772446708
10659,2023-01-08 09:38:00,530,8,27.130503358976814,48459,9,217.0440268718145
10668,2023-01-08 09:47:00,878,14,164.0683620058645,48238,10,2296.957068082103
10673,2023-01-08 09:52:00,208,15,132.4544076563156,36686,41,1986.8161148447336
10730,2023-01-08 10:49:00,185,2,476.5864474090317,29060,91,953.1728948180636
10731,2023-01-08 10:50:00,381,10,497.69772622855066,10644,28,4976.977262285507
10744,2023-01-08 11:03:00,764,11,354.11149211411407,3888,19,3895.226413255255
10793,2023-01-08 11:52:00,210,10,268.5461374360082,8425,42,2685.461374360082
10799,2023-01-08 11:58:00,51,16,400.6569534093788,38366,10,6410.511254550061
10817,2023-01-08 12:16:00,695,1,132.9941710154581,24099,85,132.9941710154581
10848,2023-01-08 12:47:00,837,16,184.36690564542525,29060,18,2949.870490326804
10857,2023-01-08 12:56:00,582,12,22.27028036119495,35495,91,267.2433643343394
10872,2023-01-08 13:11:00,993,3,494.8860882579472,16834,44,1484.6582647738414
10892,2023-01-08 13:31:00,494,4,53.07389952986929,29991,39,212.29559811947715
10923,2023-01-08 14:02:00,8,13,339.4525200249769,7272,16,4412.882760324699
10941,2023-01-08 14:20:00,702,15,385.8487941636511,14934,81,5787.731912454766
10961,2023-01-08 14:40:00,608,8,246.75116892904768,30728,60,1974.0093514323812
11019,2023-01-08 15:38:00,161,11,380.94471623100657,33771,40,4190.391878541072
11022,2023-01-08 15:41:00,757,19,304.63596931603826,9600,78,5788.083417004727
11031,2023-01-08 15:50:00,583,19,389.5623449275415,558,59,7401.684553623288
11048,2023-01-08 16:07:00,879,12,437.9310781580063,6701,81,5255.172937896075
11063,2023-01-08 16:22:00,728,3,153.9348004172159,28540,74,461.8044012516477
11080,2023-01-08 16:39:00,332,19,352.203810831471,16784,85,6691.872405797949
11086,2023-01-08 16:45:00,249,10,118.37660508788126,44196,85,1183.7660508788126
11135,2023-01-08 17:34:00,781,2,225.7656630362768,39798,39,451.5313260725536
11138,2023-01-08 17:37:00,232,12,275.95119585144613,47004,68,3311.414350217354
11205,2023-01-08 18:44:00,407,6,283.00899159193153,24689,21,1698.053949551589
11227,2023-01-08 19:06:00,429,16,60.85219054613431,44007,70,973.635048738149
11247,2023-01-08 19:26:00,598,9,326.49594845879125,34389,66,2938.463536129121
11253,2023-01-08 19:32:00,732,13,451.831780278214,14315,46,5873.813143616782
11269,2023-01-08 19:48:00,514,10,218.5609735479016,13203,80,2185.609735479016
11286,2023-01-08 20:05:00,408,7,41.69580483155957,1437,31,291.87063382091696
11305,2023-01-08 20:24:00,78,18,238.48169257627652,32934,92,4292.670466372978
11312,2023-01-08 20:31:00,620,14,45.702526385996734,1805,18,639.8353694039542
11320,2023-01-08 20:39:00,873,16,127.27429652759574,40493,9,2036.388744441532
11389,2023-01-08 21:48:00,638,12,30.13541319160013,1836,73,361.6249582992015
11402,2023-01-08 22:01:00,934,16,79.75537687700839,4884,99,1276.0860300321342
11429,2023-01-08 22:28:00,551,5,407.4953029777695,16748,3,2037.4765148888475
11469,2023-01-08 23:08:00,874,5,345.5660512383118,14039,65,1727.8302561915589
11501,2023-01-08 23:40:00,287,8,230.98126583386767,509,92,1847.850126670941
11507,2023-01-08 23:46:00,407,15,114.9943482600676,29248,94,1724.915223901014
11591,2023-01-09 01:10:00,938,9,202.94325061907972,38908,53,1826.4892555717176
11600,2023-01-09 01:19:00,948,2,328.509418289391,20460,32,657.018836578782
11607,2023-01-09 01:26:00,804,14,451.4385185058434,46019,75,6320.139259081807
11628,2023-01-09 01:47:00,666,4,191.41894732606264,18929,66,765.6757893042505
11690,2023-01-09 02:49:00,50,19,8.157218350838688,29713,45,154.98714866593508
11698,2023-01-09 02:57:00,354,17,472.1341406258956,39420,75,8026.280390640225
11869,2023-01-09 05:48:00,757,10,288.1073497646327,8425,72,2881.0734976463277
11908,2023-01-09 06:27:00,579,4,206.67141486735648,17789,22,826.6856594694259
11937,2023-01-09 06:56:00,970,16,18.696916707487347,27866,21,299.15066731979755
